Time, Species, ClimateRegion, NumberSitesChecked, AvgTempMult, AvgMinJanTempMult, AvgSoilMoistureMult, AvgProbEst
30,CaryAlba,eco3,3675,0.599,1.000,0.996,0.598
30,CaryAlba,eco2,2234,0.689,1.000,0.996,0.687
30,CaryAlba,eco1,266,0.000,1.000,0.974,0.000
30,CornFlor,eco4,7355,0.782,1.000,0.994,0.778
30,CornFlor,eco3,20689,0.810,1.000,0.993,0.806
30,CornFlor,eco2,12543,0.863,1.000,0.989,0.855
30,CornFlor,eco1,2751,0.262,1.000,0.983,0.260
30,FraxPenn,eco4,862,0.687,1.000,0.999,0.687
30,FraxPenn,eco3,3710,0.715,1.000,0.996,0.713
30,FraxPenn,eco2,2186,0.770,1.000,0.993,0.765
30,FraxPenn,eco1,270,0.219,1.000,0.960,0.216
30,FraxAmer,eco4,7298,0.723,1.000,0.997,0.722
30,FraxAmer,eco3,20851,0.751,1.000,0.995,0.749
30,FraxAmer,eco2,12530,0.807,1.000,0.991,0.801
30,FraxAmer,eco1,2791,0.235,1.000,0.988,0.234
30,FaguGran,eco4,7297,0.511,1.000,0.996,0.509
30,FaguGran,eco3,20645,0.552,1.000,0.994,0.549
30,FaguGran,eco2,12501,0.634,1.000,0.990,0.630
30,FaguGran,eco1,2770,0.000,1.000,0.987,0.000
30,JuglNigr,eco4,10,0.000,1.000,1.000,0.000
30,JuglNigr,eco3,83,0.000,1.000,0.974,0.000
30,JuglNigr,eco2,59,0.000,1.000,1.000,0.000
30,JuglNigr,eco1,27,0.000,1.000,0.890,0.000
30,HaleDipt,eco4,7273,0.965,1.000,0.995,0.961
30,HaleDipt,eco3,20727,0.974,1.000,0.994,0.969
30,HaleDipt,eco2,12589,0.988,1.000,0.991,0.980
30,HaleDipt,eco1,2729,0.747,1.000,0.989,0.743
30,IlexOpac,eco4,7298,0.965,1.000,0.996,0.962
30,IlexOpac,eco3,20951,0.974,1.000,0.995,0.969
30,IlexOpac,eco2,12539,0.988,1.000,0.991,0.979
30,IlexOpac,eco1,2760,0.747,1.000,0.986,0.741
30,LiriTuli,eco4,261,0.927,1.000,1.000,0.927
30,LiriTuli,eco3,1335,0.948,1.000,0.995,0.944
30,LiriTuli,eco2,867,0.981,1.000,0.995,0.977
30,LiriTuli,eco1,124,0.355,1.000,0.971,0.349
30,LiquStyr,eco4,263,0.880,1.000,1.000,0.880
30,LiquStyr,eco3,1342,0.905,1.000,0.995,0.901
30,LiquStyr,eco2,869,0.948,1.000,0.996,0.945
30,LiquStyr,eco1,125,0.316,1.000,0.961,0.308
30,MagnAcum,eco4,854,0.832,1.000,1.000,0.832
30,MagnAcum,eco3,3666,0.859,1.000,0.996,0.855
30,MagnAcum,eco2,2139,0.908,1.000,0.992,0.902
30,MagnAcum,eco1,278,0.288,1.000,0.977,0.286
30,MagnMacr,eco4,843,0.832,1.000,1.000,0.832
30,MagnMacr,eco3,3730,0.859,1.000,0.996,0.856
